ID,Age,Income,Score,Gender,Height_cm,Education,City,Marital_Status,Children,Join_Date,Credit_Score
366,30,8943,72,Male,152,High School,Luxor,Divorced,0,2024-10-04,658
367,37,6355,80,Male,168,Bachelor,Alexandria,Single,0,2021-04-29,
368,35,4410,70,Female,176,Bachelor,Cairo,Divorced,1,2020-12-06,726
369,36,4577,87,Female,177,Bachelor,Aswan,Married,0,2022-04-12,635
370,25,7190,100,male,171,Bachelor,Giza,Married,0,2022-09-21,682
371,35,8597,100,Male,153,Bachelor,Giza,Married,0,2022-09-12,753
372,40,6563,76,Male,171,Bachelor,Giza,Married,4,2021-03-13,734
373,52,7377,80,Male,155,PhD,Aswan,Married,0,2024-11-05,612
374,46,7219,98,Female,155,Bachelor,Aswan,Divorced,0,2022-04-01,584
375,60,8838,72,Female,160,High School,Giza,Divorced,0,2020-04-30,698
376,25,2100,85,Female,180,High School,Giza,Married,1,2020-12-03,628
377,45,7334,57,Male,175,high school,Luxor,Married,0,2022-02-15,722
378,37,7967,70,Female,173,Master,Cairo,Divorced,0,2020-01-05,577
379,61,3322,92,Female,NULL,PhD,Alexandria,Married,0,2022-03-10,613
380,25,4228,64,Female,166,Bachelor,Aswan,Married,0,2021-06-27,639
381,24,4298,73,Male,156,Bachelor,Cairo,Single,3,24/05/2024,601
382,27,,51,Female,183,Bachelor,Giza,Single,0,2024-05-26,598
383,18,5036,100,Female,191,High School,Giza,Single,0,2022-07-20,618
384,28,6485,93,Male,175,Bachelor,alex,Single,2,2021-08-07,694
385,25,7731,77,Male,177,Bachelor,Giza,Married,0,2022-05-16,634
386,36,8162,82,Male,168,Master,Luxor,Married,4,2023-11-27,674
387,39,4324,80,Male,153,Bachelor,Aswan,Married,5,2024-02-05,769
388,57,4310,95,Female,161,Bachelor,Giza,Married,2,2024-05-23,715
389,46,8631,67,Male,165,Master,Giza,Single,5,12/02/2023,675
390,28,7293,85,Female,166,Bachelor,Aswan,Divorced,0,2023-09-17,577
391,24,6165,91,Male,163,Master,Alexandria,Married,0,2024-01-11,630
392,40,6946,,Male,170,Bachelor,Luxor,Married,3,2022-09-23,691
393,19,5940,41,Female,161,High School,Luxor,Divorced,1,2020-11-13,633
394,56,7049,,Male,191,High School,Cairo,Divorced,2,23/01/2021,608
395,,,59,Male,156,Master,Luxor,Divorced,0,2021-08-30,740
396,29,6537,77,Female,178,High School,Cairo,Single,1,2021-03-21,588
397,18,2978,44,Female,167,Bachelor,Alexandria,Married,0,2020-04-29,641
398,51,4624,44,Male,174,Bachelor,Aswan,Single,0,2023-04-01,626
399,33,4645,100,Male,175,Bachelor,Giza,Single,,2024-02-15,597
400,49,5251,84,Male,171,Bachelor,Cairo,Divorced,0,2023-01-15,737
401,18,4146,76,Female,158,High School,Luxor,Divorced,1,2020-05-04,596
402,27,4932,80,Female,166,High School,Giza,Single,0,2024-03-11,607
403,35,2971,77,Male,171,High School,Alexandria,Divorced,2,2021-10-04,707
404,35,7097,89,Female,171,High School,Aswan,Divorced,,2020-04-27,662
405,29,5834,65,Female,159,High School,Cairo,Divorced,1,12/04/2020,599
406,42,2589,77,Male,182,Bachelor,Luxor,Single,0,2023-04-11,646
407,22,,78,male,145,High School,Giza,Single,2,2022-09-03,604
408,33,6673,59,Male,167,High School,Giza,Married,3,2022-10-26,644
409,36,4913,94,male,160,Bachelor,Giza,Divorced,0,2024-10-12,637
410,41,4606,68,Female,171,High School,Aswan,Single,1,2022-12-23,587
411,43,5850,90,Male,180,Master,Cairo,Divorced,0,2020-11-18,666
412,,6687,76,Male,155,Bachelor,Aswan,Married,1,2020-04-26,612
413,18,3127,99,Female,193,PhD,Luxor,Married,0,2022-11-06,547
414,,7100,59,Female,172,High School,Cairo,Married,0,2020-06-13,678
415,38,4399,,Female,173,High School,Alexandria,Married,0,2024-10-09,652
416,,5964,61,Female,NULL,Bachelor,Alexandria,Married,0,2021-01-15,588
417,53,5929,76,Female,169,Bachelor,Aswan,Divorced,3,2020-05-20,682
418,36,4945,98,Female,179,Bachelor,Aswan,Married,1,2023-05-03,688
419,,3952,98,Female,172,Bachelor,Aswan,Single,2,2020-05-19,650
420,35,5428,40,Male,171,Bachelor,Alexandria,Divorced,1,2023-10-14,673
421,59,9250,78,Male,169,Master,Alexandria,Divorced,2,31/10/2024,583
422,56,3276,26,Female,156,High School,Cairo,Married,0,2021-04-26,683
423,32,9384,86,Male,156,Bachelor,Cairo,Married,1,2022-04-06,650
424,46,5480,91,Female,181,Bachelor,Aswan,Divorced,0,2020-09-02,728
425,42,6070,74,Male,178,Bachelor,Giza,Single,0,2024-12-28,555
426,51,3826,76,Female,180,High School,cairo,Divorced,0,12/03/2023,637
427,23,4457,76,Female,161,Bachelor,Alexandria,Married,1,2021-05-19,598
428,43,4994,63,Female,168,Bachelor,Luxor,Married,3,2023-03-31,617
429,47,3908,81,Female,182,PhD,Giza,Single,2,2023-05-02,645
430,18,5582,71,Female,157,Bachelor,Alexandria,Single,1,2020-03-22,624
431,20,5185,,Female,181,High School,Giza,Single,0,2023-06-22,606
432,18,9701,73,Male,164,Bachelor,Luxor,Married,0,2020-06-16,607
433,31,3668,62,Male,161,Bachelor,Aswan,Single,1,2022-05-08,730
434,43,6205,51,Male,169,Bachelor,Giza,Single,0,2023-09-08,660
435,53,6495,47,Male,158,Bachelor,Luxor,Married,0,2023-04-10,562
436,35,3859,94,Male,151,Bachelor,Luxor,Divorced,1,2023-03-03,606
437,54,7373,68,Male,170,Bachelor,Giza,Single,2,2022-12-06,672
438,18,5203,80,Female,175,High School,Giza,Single,0,09/10/2021,638
439,18,1015,100,fmale,182,Bachelor,Giza,Married,1,2021-06-18,655
440,34,7319,66,male,176,Bachelor,alex,Married,0,22/02/2021,682
441,39,3766,65,fmale,189,High School,Aswan,Single,1,2023-10-03,562
442,34,3904,73,Male,183,Bachelor,Alexandria,Married,1,2024-01-06,678
443,18,7375,75,Male,177,Bachelor,Cairo,Single,1,2021-10-05,704
444,33,5305,100,Female,174,High School,Aswan,Married,1,2021-05-03,
445,19,7835,98,Female,182,Bachelor,Giza,Divorced,2,2021-06-27,659
446,43,9000000,84,Male,147,Master,Luxor,Married,0,2022-03-21,530
447,39,4710,96,Female,165,Bachelor,Aswan,Divorced,0,2020-09-25,662
448,23,7586,72,Female,151,Bachelor,Cairo,Married,2,2023-10-07,664
449,28,4489,79,Male,176,high school,Cairo,Married,,2023-08-14,598
450,22,10466,70,Male,162,High School,Aswan,Married,2,2021-09-06,626
451,34,4614,55,Male,200,Bachelor,Luxor,Divorced,0,2022-07-25,639
452,46,8052,93,Male,164,High School,Luxor,Divorced,5,2021-10-09,650
453,23,7687,,Female,171,Bachelor,Luxor,Single,0,2024-03-19,625
454,41,6632,75,Male,165,Bachlors,Alexandria,Married,2,2020-05-28,704
455,28,4658,74,Female,165,Bachelor,Luxor,Single,0,2020-01-20,667
456,25,5697,52,Female,157,Bachelor,Cairo,Divorced,0,2022-07-27,618
457,33,1692,60,Male,NULL,Master,alex,Single,3,2023-06-26,703
458,22,6448,80,Female,148,Master,Giza,Single,0,27/02/2023,674
459,28,6699,67,Male,175,High School,Cairo,Married,0,2020-07-23,590
460,20,6266,71,Female,165,High School,Luxor,Married,0,2020-05-30,651
461,58,53,73,Female,189,Master,Giza,Divorced,0,2023-01-06,678
462,35,3468,64,fmale,157,Bachelor,Cairo,Single,0,2021-03-12,694
463,26,4503,60,Male,184,Bachelor,Luxor,Divorced,1,02/11/2022,739
464,37,6583,50,Female,185,High School,Alexandria,Married,0,2021-06-27,707
465,33,6578,72,Male,182,Bachelor,Giza,Divorced,0,2020-09-28,635
466,32,5659,84,Female,172,High School,Luxor,Married,0,2021-12-15,552
467,42,7270,,male,166,Master,Luxor,Divorced,0,2024-12-09,683
468,44,3947,74,Female,182,High School,Giza,Married,2,2020-05-20,638
469,28,7220,79,Female,162,Bachelor,Luxor,Married,4,2024-12-05,696
470,28,6949,60,Female,172,High School,Aswan,Divorced,3,2021-05-15,652
471,31,6755,96,Male,169,Bachelor,Aswan,Divorced,4,2022-01-26,594
472,18,5635,69,fmale,161,Master,cairo,Married,1,2021-08-06,626
473,,9661,73,Male,172,High School,Cairo,Divorced,0,2020-11-19,664
474,51,6986,72,Female,177,High School,cairo,Single,50,2022-06-16,651
475,54,4063,48,Male,160,Bachelor,Aswan,Single,0,2024-09-03,623
476,32,6496,90,Female,174,Bachelor,Alexandria,Single,1,2023-01-17,657
477,41,7504,60,Female,147,PhD,Aswan,Divorced,2,2023-12-11,646
478,38,4823,71,Female,159,Bachlors,Aswan,Married,3,2021-09-11,626
479,71,8178,,Male,165,Bachelor,Giza,Divorced,0,06/06/2023,690
480,48,6764,96,male,173,Bachelor,Alexandria,Single,,2024-07-10,689
481,33,1315,58,Female,178,High School,Luxor,Divorced,2,2023-09-01,667
482,23,6599,68,Male,170,High School,Luxor,Married,0,2022-12-19,633
483,18,5187,,Male,175,Master,Cairo,Single,5,2020-01-17,676
484,,7074,81,Female,168,Master,Cairo,Divorced,0,2023-09-29,617
485,25,7888,85,Female,174,Bachelor,Aswan,Married,2,2024-07-31,702
486,18,6390,59,Female,173,Master,Aswan,Married,2,2023-02-09,665
487,27,9330,69,fmale,164,High School,Luxor,Divorced,0,05/09/2021,666
488,22,5642,,Male,166,Bachelor,alex,Divorced,0,2023-09-20,708
489,,7249,62,Male,176,Bachelor,Giza,Married,2,2020-07-31,645
490,45,7609,49,Female,188,PhD,Cairo,Married,0,2024-12-03,669
491,34,5805,67,Male,182,Bachelor,Aswan,Single,0,2020-10-02,624
492,52,7557,95,Male,158,Master,Cairo,Married,0,25/06/2021,598
493,35,4810,75,Male,158,Master,Luxor,Divorced,2,2020-08-24,685
494,24,5154,95,Female,164,High School,Alexandria,Single,0,27/12/2024,626
495,53,3375,77,Female,170,High School,Luxor,Divorced,1,2020-08-07,618
496,41,6482,63,Female,170,High School,Giza,Single,0,2024-02-29,629
497,22,6650,94,Female,182,Bachelor,Alexandria,Divorced,3,2023-02-07,703
498,32,8358,78,Female,182,Bachelor,Giza,Single,1,2020-11-14,619
499,24,7582,89,Male,170,High School,Giza,Single,0,2021-07-11,732
500,18,5430,58,Female,167,Bachelor,Alexandria,Divorced,2,2021-07-31,578
501,46,3643,90,Female,175,Bachelor,Giza,Married,0,2023-05-23,
502,57,6865,91,Male,180,Bachelor,Cairo,Single,2,2021-03-07,622
503,18,8221,79,Female,175,Bachelor,Aswan,Divorced,0,2024-01-09,623
504,41,7510,62,Male,165,High School,Alexandria,Single,0,2021-12-03,662
505,27,8168,74,Male,163,Bachelor,Luxor,Single,2,2021-02-20,616
506,29,5576,84,Female,158,High School,Luxor,Single,1,2023-11-08,614
507,27,5066,78,Male,171,Bachelor,Aswan,Divorced,0,2023-07-22,696
508,24,4526,84,Male,NULL,Bachelor,Luxor,Married,4,2024-10-12,586
509,35,5888,90,Male,177,Bachelor,Aswan,Single,1,2021-06-24,547
510,25,5842,65,Female,181,High School,Cairo,Married,0,2022-11-01,657
511,38,6413,57,Male,184,Bachelor,Luxor,Single,1,2022-09-27,620
512,34,5741,74,Male,156,Master,Luxor,Divorced,3,2021-05-29,624
513,32,5732,70,Male,174,Bachelor,Cairo,Single,0,2024-09-28,602
514,,4446,86,Male,174,Master,Luxor,Single,3,2020-04-14,573
515,28,7883,58,Male,169,High School,Luxor,Single,0,2020-07-08,682
516,44,6153,,Female,161,High School,Cairo,Single,0,2023-07-23,588
517,41,5651,95,Male,184,Bachelor,Cairo,Divorced,0,2022-05-17,671
518,23,4505,75,male,164,Bachelor,Cairo,Single,0,2024-08-25,682
519,36,3336,75,Female,148,High School,Luxor,Divorced,,2021-07-20,633
520,44,8615,63,Male,170,Bachelor,Aswan,Single,0,2020-03-31,636
521,18,7109,66,Male,167,Bachelor,Aswan,Divorced,1,08/01/2020,645
522,41,2752,68,Male,188,Bachelor,Alexandria,Single,0,2021-11-14,689
523,27,7526,96,Female,174,High School,Alexandria,Single,2,2024-04-28,
524,,7844,73,Female,166,PhD,alex,Single,4,2020-09-24,694
525,25,6248,55,Female,168,Bachelor,Luxor,Divorced,0,2023-07-28,608
526,,9196,78,Male,167,Bachelor,Aswan,Married,1,20/06/2021,681
527,18,6433,87,Male,192,PhD,Giza,Divorced,0,2020-11-26,628
528,35,3166,74,Female,176,High School,Alexandria,Single,1,27/02/2024,715
529,38,6730,97,Female,155,Bachelor,Aswan,Married,2,2022-06-23,718
530,24,6489,86,Female,167,Master,Luxor,Divorced,3,2023-02-03,573
531,42,4793,,Female,169,Bachelor,Alexandria,Divorced,3,2023-12-16,602
532,18,7147,66,Female,158,Bachelor,Alexandria,Single,0,2022-05-25,603
533,34,2664,78,Male,152,Master,Alexandria,Single,1,2023-02-22,641
534,20,7981,50,Male,175,High School,Luxor,Divorced,0,2020-01-20,613
535,27,4243,80,Male,161,High School,Aswan,Single,1,2020-08-17,576
536,35,4030,48,Male,182,Bachelor,Giza,Married,3,2020-06-03,684
537,24,5772,90,Male,170,Bachelor,Luxor,Single,0,2024-12-13,654
538,30,6865,88,male,165,High School,Alexandria,Married,1,2023-11-16,591
539,47,6327,82,male,145,High School,Cairo,Married,0,2020-11-01,607
540,28,4514,64,Male,182,Master,Aswan,Single,3,2023-01-22,571
541,45,4987,77,Male,172,Bachelor,Luxor,Divorced,0,2020-03-14,559
542,21,3733,67,Female,165,High School,Alexandria,Married,0,2024-09-05,546
543,41,5550,59,Male,161,Master,Giza,Single,0,2022-01-26,574
544,52,8150,69,Male,185,Bachelor,Alexandria,Married,1,2023-04-07,585
545,18,5991,85,Male,159,Bachelor,Alexandria,Divorced,1,2023-02-05,640
546,25,7718,75,Female,166,Bachelor,Luxor,Divorced,0,2020-10-30,614
547,41,8910,96,Female,175,Bachelor,Giza,Divorced,1,30/05/2022,648
548,32,4823,86,Male,184,Bachelor,Cairo,Married,2,2020-09-18,663
549,39,5626,84,Male,167,Bachelor,Luxor,Married,0,2020-03-26,715
550,27,10342,50,Male,162,High School,Aswan,Married,2,2021-09-23,617
551,36,8888,70,Male,168,High School,Giza,Divorced,3,2022-01-16,665
552,33,2655,,Female,179,High School,Cairo,Single,0,2024-06-18,687
553,49,6774,72,Female,181,Bachelor,Cairo,Married,0,2024-10-28,591
554,38,6001,64,Male,156,Bachelor,Giza,Single,0,2020-03-22,564
555,39,7652,69,Female,171,High School,Aswan,Married,0,2022-01-02,605
556,30,4510,90,Female,155,high school,Alexandria,Single,2,2021-03-06,640
557,29,4320,82,Female,178,Bachelor,Luxor,Married,0,2023-10-28,582
558,29,4647,90,Female,174,Bachelor,Aswan,Single,0,2021-05-26,657
559,39,4856,50,Male,160,PhD,Cairo,Single,0,2023-09-27,708
560,29,7630,75,Female,185,Master,Aswan,Divorced,2,2020-07-29,687
561,38,3637,89,Female,173,High School,Alexandria,Divorced,2,2021-12-25,569
562,59,4754,97,Male,172,Bachelor,Aswan,Married,1,2024-05-16,681
563,45,2421,51,Male,168,Master,Aswan,Single,1,2023-02-20,625
564,31,8014,69,Male,169,High School,Cairo,Divorced,1,2024-12-15,676
565,49,8542,,Male,166,High School,Aswan,Single,,26/11/2024,
566,30,5345,,Female,162,High School,Luxor,Single,2,12/04/2022,632
567,18,5404,,Male,182,High School,Giza,Divorced,3,2023-06-25,663
568,22,6906,51,Female,165,PhD,Cairo,Divorced,0,2024-03-14,728
569,18,8948,60,male,164,Bachelor,Giza,Married,,2020-11-12,660
570,30,6817,49,Female,168,High School,Aswan,Married,1,2021-04-29,604
571,35,4604,75,Male,184,Bachlors,Alexandria,Single,3,2024-11-05,642
572,55,2762,,Male,181,High School,Cairo,Divorced,3,2020-11-28,706
573,38,3769,56,Female,166,Bachelor,Aswan,Single,0,2024-06-26,672
574,32,6146,78,Male,182,Bachelor,Aswan,Single,0,2024-07-18,567
575,44,4689,87,Male,171,High School,Alexandria,Single,2,2020-12-28,662
576,18,6389,74,Male,161,Bachelor,Aswan,Married,3,2024-12-10,693
577,37,4894,50,Male,165,Bachelor,Luxor,Divorced,0,2022-04-24,750
578,44,3883,,Male,183,High School,Alexandria,Single,1,2020-02-20,582
579,18,3645,74,Male,190,Master,Cairo,Divorced,1,2021-01-02,607
580,48,9124,72,Male,173,High School,Cairo,Single,0,2024-02-17,696
581,39,7777,66,Male,164,Bachelor,Giza,Married,3,2021-11-11,634
582,30,9461,76,Male,168,Master,Luxor,Divorced,0,2024-05-21,632
583,42,7079,82,Male,162,High School,Luxor,Single,2,2022-04-23,622
584,62,5140,100,Female,163,Bachelor,Cairo,Single,0,2024-06-30,666
585,37,8646,76,Female,162,Bachelor,Aswan,Divorced,5,2023-10-03,696
586,37,5933,97,Female,169,Bachelor,Luxor,Single,1,2024-11-04,625
587,29,6441,80,Female,171,High School,Luxor,Divorced,0,2024-02-14,580
588,24,5914,73,Male,168,Bachelor,cairo,Divorced,1,2024-07-18,678
589,44,106,77,Female,167,Bachelor,Alexandria,Married,0,2021-05-23,597
590,24,9209,56,male,177,Bachelor,Aswan,Divorced,0,2021-06-30,677
591,35,6982,79,Male,167,Bachelor,Giza,Divorced,0,2020-11-22,651
592,29,6659,45,Female,168,Master,Giza,Divorced,2,2024-05-31,637
593,40,5876,62,Male,168,Bachelor,Cairo,Single,0,2023-12-07,610
594,39,6326,76,Female,185,Bachelor,Alexandria,Divorced,1,2020-08-09,635
595,47,4805,92,Female,165,PhD,Luxor,Married,1,2022-02-22,
596,28,7233,96,Female,175,High School,Cairo,Divorced,3,2024-11-21,634
597,31,3385,71,Female,162,Bachelor,Cairo,Single,0,2020-03-20,719
598,23,6372,77,Male,173,High School,Luxor,Married,3,2024-10-24,652
599,29,7123,89,Female,175,Master,Luxor,Divorced,2,2022-08-21,586
600,39,5602,55,Female,180,High School,Aswan,Single,,31/03/2021,595
601,44,6741,81,Male,166,Bachelor,Giza,Divorced,5,2021-02-12,660
602,,4017,62,Female,158,Bachelor,Luxor,Divorced,0,2024-07-30,560
603,45,4068,72,Male,NULL,Bachelor,Aswan,Married,2,2022-07-31,711
604,51,6473,68,Female,179,Bachelor,Giza,Divorced,2,2021-12-17,717
605,39,7357,81,Female,190,Bachelor,Alexandria,Divorced,3,2021-09-17,581
606,57,2250,83,Male,178,PhD,alex,Married,2,2024-08-07,663
607,,7044,88,Male,157,Bachlors,alex,Single,1,2024-06-16,670
608,20,4913,80,Male,178,Bachelor,alex,Divorced,0,2024-11-19,726
609,18,5614,77,Female,160,Master,Giza,Divorced,1,2021-04-11,709
610,52,3320,100,Female,166,Master,Giza,Divorced,0,2021-04-01,595
611,42,4296,52,Female,171,Bachelor,Alexandria,Married,1,2020-02-18,630
612,34,7932,100,Male,173,Master,Cairo,Divorced,0,2023-09-13,599
613,38,6065,70,Male,170,Bachlors,Giza,Single,3,2021-01-30,623
614,21,5234,83,Female,163,Bachelor,Giza,Married,1,2022-03-27,592
615,64,5767,70,Male,180,Bachelor,Aswan,Divorced,0,2021-11-03,564
616,36,6978,64,Female,164,High School,Alexandria,Married,0,2021-07-24,762
617,,6880,,Female,182,High School,Cairo,Married,0,2024-11-05,562
618,43,5849,90,Male,156,Bachelor,Aswan,Divorced,0,2020-05-22,681
619,40,8185,82,Male,172,Bachelor,Cairo,Single,1,02/05/2024,595
620,37,7940,66,Female,157,Bachelor,Cairo,Divorced,0,2021-07-25,557
621,25,6826,100,Male,161,Master,Cairo,Married,2,2021-12-20,601
622,40,6109,92,Female,164,Bachelor,Luxor,Divorced,1,06/08/2023,701
623,57,7314,89,Male,185,High School,Giza,Married,2,2022-11-09,689
624,51,6628,69,Male,183,Bachelor,Giza,Divorced,0,2022-03-29,726
625,54,8121,65,Male,178,High School,Aswan,Divorced,2,2023-10-23,661
626,28,7799,70,Female,170,Bachelor,Cairo,Divorced,1,2024-09-23,563
627,23,3963,91,Female,171,Bachelor,Cairo,Single,2,2023-01-03,
628,33,3828,60,Female,182,Bachelor,Giza,Single,2,09/11/2021,676
629,35,4597,58,Female,177,Bachelor,Cairo,Single,1,2020-02-26,649
630,48,7952,83,Male,170,High School,Cairo,Single,0,2020-08-24,611
631,18,2847,79,Male,184,High School,Cairo,Divorced,0,2024-12-01,603
632,53,6789,63,Female,178,Bachelor,Alexandria,Single,2,2021-06-18,664
633,33,6725,58,Female,172,Bachelor,Alexandria,Divorced,,2020-12-31,676
634,29,8325,96,Female,165,Bachelor,Alexandria,Married,2,2023-04-04,659
635,22,6360,80,Male,164,Bachelor,Aswan,Married,4,2021-06-27,704
636,18,3313,54,Male,166,Master,Cairo,Single,0,2020-03-19,553
637,44,4081,55,Male,174,PhD,Alexandria,Single,0,10/08/2020,634
638,35,3636,,Female,178,Bachelor,Alexandria,Divorced,0,2023-05-06,646
639,19,4924,85,Female,155,Bachelor,Luxor,Divorced,2,2022-06-08,678
640,19,5634,83,Male,150,High School,Aswan,Married,0,2021-12-08,719
641,30,3669,91,Female,160,Bachelor,Alexandria,Divorced,2,01/02/2024,679
642,55,8941,52,Female,165,Bachelor,Alexandria,Single,2,2024-05-29,661
643,31,3349,78,Male,181,Bachelor,Alexandria,Single,1,2021-10-04,630
644,18,8692,96,Female,167,High School,Luxor,Divorced,2,2022-06-12,684
645,32,8370,94,Male,172,Master,Luxor,Married,0,2023-05-26,654
646,31,7796,80,Female,174,High School,Aswan,Married,0,2022-11-13,628
647,18,4612,100,Female,159,Master,Cairo,Married,0,2020-08-24,699
648,34,6684,84,Female,184,High School,Cairo,Single,4,2022-02-27,636
649,32,3445,90,Male,163,High School,Aswan,Single,2,26/03/2023,660
650,43,7821,75,Male,185,Bachelor,Cairo,Single,0,2021-01-24,
651,57,5852,63,Female,168,Master,Giza,Married,1,2021-06-05,670
652,48,5181,61,Female,166,Bachelor,Cairo,Single,0,2020-03-31,666
653,31,3552,77,Male,158,High School,Luxor,Divorced,2,2023-12-22,617
654,21,1044,71,Female,171,Master,Luxor,Divorced,4,2022-06-12,690
655,65,3922,48,Female,192,Bachelor,Alexandria,Married,2,2020-01-04,674
656,35,8225,,Male,174,High School,Luxor,Married,1,2022-11-30,638
657,35,5194,70,fmale,172,Bachelor,Giza,Divorced,,2024-07-09,
658,34,5661,85,Female,163,Bachelor,Giza,Married,1,2023-01-07,654
659,37,7311,74,Female,175,Bachelor,Giza,Divorced,2,2023-11-07,724
660,33,9611,73,Female,171,Bachelor,Alexandria,Single,3,2024-01-13,623
661,28,8650,60,Male,169,Master,Cairo,Divorced,1,2024-02-28,615
662,28,4055,75,Male,174,Master,Alexandria,Married,1,2024-02-18,727
663,34,2114,94,Male,151,Bachelor,cairo,Married,,2023-10-05,758
664,,10719,77,Female,168,High School,Giza,Married,2,2021-02-07,608
665,26,10537,52,Male,158,Bachelor,Alexandria,Divorced,0,2022-01-15,
666,36,6376,56,fmale,170,PhD,Alexandria,Divorced,0,2022-06-02,584
667,31,3459,83,Female,162,Bachelor,Giza,Married,0,2020-05-23,618
668,53,7926,71,Female,163,Bachelor,Aswan,Married,2,2023-09-22,637
669,18,5784,,Male,156,Bachelor,cairo,Single,3,2021-11-07,650
670,48,5774,65,Female,181,Bachelor,Aswan,Single,0,2023-06-30,578
671,49,7788,82,Female,163,Master,Giza,Divorced,0,2021-10-04,642
672,18,6668,70,Female,163,Bachelor,Cairo,Single,0,2023-09-20,662
673,30,3628,72,Male,185,Bachelor,Aswan,Single,0,2024-10-02,625
674,30,5350,62,Female,175,High School,cairo,Divorced,1,2020-09-12,701
675,18,7322,88,male,149,Master,Alexandria,Single,0,14/01/2024,659
676,25,7020,71,Male,183,High School,Aswan,Divorced,4,2021-09-07,685
677,21,6524,84,Female,186,PhD,Luxor,Married,2,2022-11-04,608
678,56,7866,57,Female,185,High School,Alexandria,Single,1,2021-09-25,628
679,46,5276,100,Male,176,High School,Alexandria,Divorced,,2023-09-27,613
680,50,6357,94,Male,158,Bachelor,Cairo,Divorced,0,2022-04-16,663
681,43,-751,46,Male,169,Bachelor,Alexandria,Divorced,0,2021-10-30,651
682,21,5100,62,Male,155,Bachelor,Alexandria,Single,1,2022-04-04,591
683,28,7527,82,Female,161,Bachelor,Luxor,Divorced,3,2023-11-28,631
684,40,5219,55,Female,158,Bachelor,Alexandria,Divorced,1,2021-08-28,744
685,20,5067,73,Male,NULL,PhD,Aswan,Single,1,2023-02-09,544
686,43,3917,81,Male,171,PhD,Cairo,Divorced,3,17/09/2020,597
